MolecularWeight,IsomericSMILES,IUPACName,name
128.17,CC/C=C\CCOC=O,[(Z)-hex-3-enyl] formate,cis-3-hexenyl formate
100.16,C/C=C\CCCO,(Z)-hex-4-en-1-ol,cis-4-hexen-1-ol
252.39,C1CCCCOC(=O)CCCCC/C=C\CCC1,(8Z)-1-oxacycloheptadec-8-en-2-one,ambrettolid
140.22,CC/C=C/C/C=C/CCO,"(3E,6E)-nona-3,6-dien-1-ol","3,6-nonadien-1-ol"
226.35,CCOC(/C=C(\C)/CCC=C(C)C)OCC,"(2E)-1,1-diethoxy-3,7-dimethylocta-2,6-diene",citral diethyl acetal
168.28,CC(/C=C(\C)/CCC=C(C)C)O,"(3E)-4,8-dimethylnona-3,7-dien-2-ol","4,8-dimethylnona-3,7-dien-2-ol"
128.17,CCCOC(=O)/C=C/C,propyl (E)-but-2-enoate,propyl crotonate
182.3,CCOC/C=C(\C)/CCC=C(C)C,"(2E)-1-ethoxy-3,7-dimethylocta-2,6-diene",ethyl geranyl ether
238.37,CCCCC(=O)OC/C=C(\C)/CCC=C(C)C,"[(2E)-3,7-dimethylocta-2,6-dienyl] pentanoate",geranyl valerate
290.5,CC(=CCC/C(=C/CC/C(=C/CCC(C)(C=C)O)/C)/C)C,"(6E,10E)-3,7,11,15-tetramethylhexadeca-1,6,10,14-tetraen-3-ol",geranyllinalool
126.2,CCCCC(=O)/C=C/C,(E)-oct-2-en-4-one,2-octen-4-one
114.14,CC/C=C(\C)/C(=O)O,(E)-2-methylpent-2-enoic acid,2-methyl-2-pentenoic acid
182.26,CC(=CCC/C(=C/C(=O)OC)/C)C,"methyl (2E)-3,7-dimethylocta-2,6-dienoate",methyl geranate
192.3,C/C=C/C(=O)C1C(C=CCC1(C)C)C,"(E)-1-(2,6,6-trimethylcyclohex-3-en-1-yl)but-2-en-1-one",delta-damascone
232.36,CC1=CCCC(C1/C=C/C(=O)CCC=C)(C)C,"(1E)-1-(2,6,6-trimethylcyclohex-2-en-1-yl)hepta-1,6-dien-3-one",allyl alpha-ionone
210.31,CCC(=O)OC/C=C(/C)\CCC=C(C)C,"[(2Z)-3,7-dimethylocta-2,6-dienyl] propanoate",neryl propionate
224.34,CC(C)C(=O)OC/C=C(/C)\CCC=C(C)C,"[(2Z)-3,7-dimethylocta-2,6-dienyl] 2-methylpropanoate",neryl isobutyrate
252.39,CCCCCC(=O)OC/C=C(\C)/CCC=C(C)C,"[(2E)-3,7-dimethylocta-2,6-dienyl] hexanoate",geranyl caproate
170.25,CCCCCCOC(=O)/C=C/C,hexyl (E)-but-2-enoate,hexyl crotonate
272.4,CC(=CCC/C(=C/COC(=O)CC1=CC=CC=C1)/C)C,"[(2E)-3,7-dimethylocta-2,6-dienyl] 2-phenylacetate",geranyl phenylacetate
224.34,C/C=C/C(=O)OC1CC(CCC1C(C)C)C,(5-methyl-2-propan-2-ylcyclohexyl) (E)-but-2-enoate,menthol crotonate
190.28,C/C=C/C(=O)C1=C(C=CCC1(C)C)C,"(E)-1-(2,6,6-trimethylcyclohexa-1,3-dien-1-yl)but-2-en-1-one",damascenone
192.3,C/C=C/C(=O)C1C(=CCCC1(C)C)C,"(E)-1-(2,6,6-trimethylcyclohex-2-en-1-yl)but-2-en-1-one",alpha-damascone
170.25,C/C=C(/C)\C(=O)OCCC(C)C,3-methylbutyl (Z)-2-methylbut-2-enoate,10482-55-0
128.21,CCCCC(/C=C/C)O,(E)-oct-2-en-4-ol,2-octen-4-ol
152.23,CC(=C)/C=C/CC(C)(C=C)O,"(5E)-3,7-dimethylocta-1,5,7-trien-3-ol",hotrienol
172.26,CCC/C=C/COC(C)OCC,(E)-1-(1-ethoxyethoxy)hex-2-ene,54484-66-1
120.2,C/C=C/SSC,(E)-1-(methyldisulfanyl)prop-1-ene,methyl propenyl disulfide
170.25,CCCCC/C=C/CC(=O)OC,methyl (E)-non-3-enoate,methyl 3-nonenoate
156.22,CCC/C=C/CCC(=O)OC,methyl (E)-oct-4-enoate,methyl 4z-octenoate
112.17,CC/C=C/C=C/CO,"(2E,4E)-hepta-2,4-dien-1-ol","hepta-2,4-dien-1-ol"
150.26,CCCCC/C=C/C=C/C=C,"(3E,5E)-undeca-1,3,5-triene","1,3,5-undecatriene"
180.29,CCCCCCC/C=C/C=C/C=O,"(2E,4E)-dodeca-2,4-dienal",21662-16-8
166.26,CCCCCC/C=C/C=C/C=O,"(2E,4E)-undeca-2,4-dienal","2,4-undecadienal"
114.19,CC/C=C\CCCO,(Z)-hept-4-en-1-ol,cis-4-hepten-1-ol
184.27,CC/C=C\CCOC(=O)CC(C)C,[(Z)-hex-3-enyl] 3-methylbutanoate,cis-3-hexenyl isovalerate
218.29,CC/C=C\CCOC(=O)CC1=CC=CC=C1,[(Z)-hex-3-enyl] 2-phenylacetate,cis-3-hexenyl phenylacetate
204.26,CC/C=C\CCOC(=O)C1=CC=CC=C1,[(Z)-hex-3-enyl] benzoate,cis-3-hexenyl benzoate
224.3,CC/C=C/CC1C(CCC1=O)CC(=O)OC,methyl 2-[3-oxo-2-[(E)-pent-2-enyl]cyclopentyl]acetate,methyl 2-(3-oxo-2-(pent-2-en-1-yl)cyclopentyl)acetate
128.17,CC/C=C/C(=O)OCC,ethyl (E)-pent-2-enoate,24410-84-2
142.2,CCCOC(=O)/C(=C/C)/C,propyl (E)-2-methylbut-2-enoate,propyl tiglate
216.27,C/C=C(\C)/C(=O)OC/C=C/C1=CC=CC=C1,[(E)-3-phenylprop-2-enyl] (E)-2-methylbut-2-enoate,cinnamyl 2-methylcrotonate
226.35,CC/C=C\CCOC(OCC/C=C\CC)C,(Z)-1-[1-[(Z)-hex-3-enoxy]ethoxy]hex-3-ene,63449-64-9
236.35,C/C=C(\C)/C(=O)OC/C=C(\C)/CCC=C(C)C,"[(2E)-3,7-dimethylocta-2,6-dienyl] (E)-2-methylbut-2-enoate",geranyl tiglate
156.22,C/C=C(\C)/C(=O)OCC(C)C,2-methylpropyl (E)-2-methylbut-2-enoate,isobutyl tiglate
156.22,C/C=C(/C)\C(=O)OCC(C)C,2-methylpropyl (Z)-2-methylbut-2-enoate,isobutyl angelate
194.31,CCCCC/C=C/CC1CCCC1=O,2-[(E)-oct-2-enyl]cyclopentan-1-one,(e)-2-(2-octenyl)cyclopentanone
218.29,CCCCC(=O)OC/C=C/C1=CC=CC=C1,[(E)-3-phenylprop-2-enyl] pentanoate,cinnamyl valerate
184.27,CCCCCCC/C=C/C(=O)OC,methyl (E)-dec-2-enoate,methyl 2-decenoate
218.29,CCC/C=C/COC(=O)CC1=CC=CC=C1,[(E)-hex-2-enyl] 2-phenylacetate,68133-78-8
204.31,CCCCC/C(=C\C1=CC=CC=C1)/CO,(2E)-2-benzylideneheptan-1-ol,2-benzylidene-1-heptanol
154.25,C/C(=C\CCC(C)(C)O)/C=C,"(5E)-2,6-dimethylocta-5,7-dien-2-ol",ocimenol
136.23,C/C=C(\C)/C=C/C=C(C)C,"(4E,6E)-2,6-dimethylocta-2,4,6-triene",alloocimene
154.21,C/C=C/C=C/C(=O)OC(C)C,"propan-2-yl (2E,4E)-hexa-2,4-dienoate",isopropyl sorbate
170.25,CCOC(/C=C/C=C/C)OCC,"(2E,4E)-1,1-diethoxyhexa-2,4-diene","2,4-hexadiene, 1,1-diethoxy-"
126.2,CCC/C=C/C(=O)CC,(E)-oct-4-en-3-one,4-octen-3-one
168.23,CCCCOC(=O)/C=C/C=C/C,"butyl (2E,4E)-hexa-2,4-dienoate",butyl sorbate
186.29,CC/C=C\CCC(OCC)OCC,"(Z)-7,7-diethoxyhept-3-ene",18492-65-4
252.31,C1=CC=C(C=C1)CCOC(=O)/C=C/C2=CC=CC=C2,2-phenylethyl (E)-3-phenylprop-2-enoate,phenethyl cinnamate
148.2,CC(/C=C/C1=CC=CC=C1)O,(E)-4-phenylbut-3-en-2-ol,4-phenyl-3-buten-2-ol
124.18,CC(=C/C=C/C(=O)C)C,"(3E)-6-methylhepta-3,5-dien-2-one","6-methyl-3,5-heptadien-2-one"
156.22,CCC/C=C/C1OCC(O1)C,"4-methyl-2-[(E)-pent-1-enyl]-1,3-dioxolane",94089-21-1
114.21,C/C=C/S/C=C/C,(E)-1-[(E)-prop-1-enyl]sulfanylprop-1-ene,di-1-propenyl sulfide
252.31,C1=CC=C(C=C1)CC(=O)OC/C=C/C2=CC=CC=C2,[(E)-3-phenylprop-2-enyl] 2-phenylacetate,cinnamyl phenylacetate
188.26,CC(C)C/C=C(/C=O)\C1=CC=CC=C1,(E)-5-methyl-2-phenylhex-2-enal,5-methyl-2-phenyl-2-hexenal
206.32,CCC(=O)/C=C/C1C(=CCCC1(C)C)C,"(E)-1-(2,6,6-trimethylcyclohex-2-en-1-yl)pent-1-en-3-one",7779-30-8
146.19,CC1=CC=C(C=C1)/C=C/C=O,(E)-3-(4-methylphenyl)prop-2-enal,(e)-3-(p-tolyl)acrylaldehyde
219.28,CC/C=C\CCOC(=O)C1=CC=CC=C1N,[(Z)-hex-3-enyl] 2-aminobenzoate,cis-3-hexenyl anthranilate
174.2,CC/C=C\1/C2=CC=CC=C2C(=O)O1,(3Z)-3-propylidene-2-benzofuran-1-one,17369-59-4
194.31,CC1=C(C(CCC1)(C)C)/C=C/C(C)O,"(E)-4-(2,6,6-trimethylcyclohexen-1-yl)but-3-en-2-ol",beta-ionol
192.3,C/C=C/C(=O)C1=C(CCCC1(C)C)C,"(E)-1-(2,6,6-trimethylcyclohexen-1-yl)but-2-en-1-one",23726-91-2
206.32,CC1CCC(=C(C1(C)C)/C=C/C(=O)C)C,"(E)-4-(2,5,6,6-tetramethylcyclohexen-1-yl)but-3-en-2-one",beta-irone
206.32,CCC(=O)/C=C/C1=C(CCCC1(C)C)C,"(E)-1-(2,6,6-trimethylcyclohexen-1-yl)pent-1-en-3-one",beta-methylionone
192.25,CCOC1=C(C=C(C=C1)/C=C/C)OC,1-ethoxy-2-methoxy-4-[(E)-prop-1-enyl]benzene,ethyl isoeugenol
154.21,CCC(=O)OC/C=C\C=C\C,"[(2Z,4E)-hexa-2,4-dienyl] propanoate","2,4-hexadienol monopropionate"
168.23,C/C=C/C=C\COC(=O)C(C)C,"[(2Z,4E)-hexa-2,4-dienyl] 2-methylpropanoate","propanoic acid, 2,4-hexadienyl ester"
188.26,CCCC/C(=C\C1=CC=CC=C1)/C=O,(2E)-2-benzylidenehexanal,alpha-butylcinnamaldehyde
126.2,CC(C)C/C=C/C(=O)C,(E)-6-methylhept-3-en-2-one,(e)-6-methylhept-3-en-2-one
156.22,C/C=C/C(=O)OCCC(C)C,3-methylbutyl (E)-but-2-enoate,"2-butenoic acid, 3-methylbutyl ester, (2e)-"
178.23,COC(/C=C/C1=CC=CC=C1)OC,"[(E)-3,3-dimethoxyprop-1-enyl]benzene",cinnamaldehyde dimethyl acetal
112.17,CCCC(=O)/C=C/C,(E)-hept-2-en-4-one,2-hepten-4-one
198.3,CCCCC/C=C\CCC(=O)OCC,ethyl (Z)-dec-4-enoate,ethyl (z)-4-decenoate
170.25,C/C=C(\C)/C(=O)OCCC(C)C,3-methylbutyl (E)-2-methylbut-2-enoate,isoamyl tiglate
192.24,CCC(=O)OC(C)C(=O)OSC,methylsulfanyl 2-propanoyloxypropanoate,schembl18339188
180.2,C1=CC=C(C=C1)/C=C(/C(CO)O)\O,"(Z)-4-phenylbut-3-ene-1,2,3-triol","(z)-4-phenylbut-3-ene-1,2,3-triol"
142.2,CCOC(=O)C(C)/C=C/C,ethyl (E)-2-methylpent-3-enoate,ethyl (e)-2-methylpent-3-enoate
170.25,CCCCC/C=C/COC(=O)C,[(E)-oct-2-enyl] acetate,trans-2-octen-1-yl acetate
198.3,CCCCCCC/C=C/C(=O)OCC,ethyl (E)-dec-2-enoate,ethyl trans-2-decenoate
204.31,CCCC(=O)C(CC)CC1=CC=CC=C1,3-benzylheptan-4-one,3-benzyl-4-heptanone
226.35,CCCCCCC/C=C/C(=O)OCCCC,butyl (E)-dec-2-enoate,butyl 2-decenoate
162.23,CC1=CC=C(C=C1)CCC(=O)C,4-(4-methylphenyl)butan-2-one,7774-79-0
192.21,C/C=C/C1=CC(=C(C=C1)OC=O)OC,[2-methoxy-4-[(E)-prop-1-enyl]phenyl] formate,(e)-isoeugenyl formate
156.26,CCC(C)CCCC(C)C=O,"2,6-dimethyloctanal","2,6-dimethyloctanal"
246.39,CCOC(CC(C)CCCC(C)(C)O)OCC,"8,8-diethoxy-2,6-dimethyloctan-2-ol",hydroxycitronellal diethyl acetal
228.37,CCCCCCCCCOC(=O)CC(C)C,nonyl 3-methylbutanoate,nonyl isovalerate
180.29,CCCCC/C=C/CC/C=C/C=O,"(2E,6E)-dodeca-2,6-dienal","2,6-dodecadienal"
114.19,CCOCC=C(C)C,1-ethoxy-3-methylbut-2-ene,1-ethoxy-3-methyl-2-butene
262.34,CCCCCC(CCCC(=O)OCC(CO)O)O,"2,3-dihydroxypropyl 5-hydroxydecanoate",glyceryl 5-hydroxydecanoate
172.26,CC/C=C/CCOC(C)OCC,(E)-1-(1-ethoxyethoxy)hex-3-ene,(e)-1-(1-ethoxyethoxy)hex-3-ene
154.25,CC(=CC[C@@H](CO)C(=C)C)C,(2R)-5-methyl-2-prop-1-en-2-ylhex-4-en-1-ol,lavandulol
156.26,CCCCC/C=C/CCCO,(E)-dec-4-en-1-ol,dec-4-en-1-ol
154.25,CCCCC/C=C/CCC=O,(E)-dec-4-enal,trans-4-decen-1-al
238.28,C1=CC=C(C=C1)/C=C/COC(=O)C2=CC=CC=C2,[(E)-3-phenylprop-2-enyl] benzoate,cinnamyl benzoate
144.19,CC1C(=O)C(=C(S1)C)O,"4-hydroxy-2,5-dimethylthiophen-3-one","4-hydroxy-2,5-dimethylthiophen-3(2h)-one"
230.3,CC/C=C/CCOC(=O)/C=C/C1=CC=CC=C1,[(E)-hex-3-enyl] (E)-3-phenylprop-2-enoate,cis-3-hexenyl cinnamate
236.35,CC1=C(C(CCC1)(C)C)/C=C/C(C)OC(=O)C,"[(E)-4-(2,6,6-trimethylcyclohexen-1-yl)but-3-en-2-yl] acetate",beta-ionyl acetate
190.24,CCC(=O)/C=C/C1=CC=C(C=C1)OC,(E)-1-(4-methoxyphenyl)pent-1-en-3-one,104-27-8
262.4,C/C/1=C/CC2C(CC2(C)C)C(=C)CCC1OC(=O)C,"[(3Z)-4,11,11-trimethyl-8-methylidene-5-bicyclo[7.2.0]undec-3-enyl] acetate",32214-91-8
276.4,CCCCC/C(=C\C1=CC=CC=C1)/C(OCC)OCC,[(E)-2-(diethoxymethyl)hept-1-enyl]benzene,60763-41-9
170.25,CCCCC(CC)/C=C/C(=O)O,(E)-4-ethyloct-2-enoic acid,4-ethyl-2-octenoic acid
238.32,CC(=CCC/C(=C/COC(=O)CC(=O)C)/C)C,"[(2E)-3,7-dimethylocta-2,6-dienyl] 3-oxobutanoate",geranyl acetoacetate
222.32,C/C=C/C(=O)OC/C=C(\C)/CCC=C(C)C,"[(2E)-3,7-dimethylocta-2,6-dienyl] (E)-but-2-enoate",geranyl crotonate
248.36,CCCCC/C(=C\C1=CC=CC=C1)/C(OC)OC,[(E)-2-(dimethoxymethyl)hept-1-enyl]benzene,91-87-2
212.33,CCCCCC(CC)OC(=O)/C(=C/C)/C,octan-3-yl (E)-2-methylbut-2-enoate,1-ethylhexyl tiglate
190.24,CC1COC(O1)/C=C/C2=CC=CC=C2,"4-methyl-2-[(E)-2-phenylethenyl]-1,3-dioxolane",4353-01-9
168.23,CC/C=C\CCC1CCC(=O)O1,5-[(Z)-hex-3-enyl]oxolan-2-one,63095-33-0
220.26,CC/C=C/CCOC(=O)C1=CC=CC=C1O,[(E)-hex-3-enyl] 2-hydroxybenzoate,3-hexenyl salicylate
224.34,CC(C)C(=O)OC/C=C(\C)/CCC=C(C)C,"[(2E)-3,7-dimethylocta-2,6-dienyl] 2-methylpropanoate",geranyl isobutyrate
196.29,C/C(=C\CCC(C)(C)OC(=O)C)/C=C,"[(5E)-2,6-dimethylocta-5,7-dien-2-yl] acetate",72214-23-4
282.3,C/C=C/C1=CC(=C(C=C1)OC(=O)CC2=CC=CC=C2)OC,[2-methoxy-4-[(E)-prop-1-enyl]phenyl] 2-phenylacetate,isoeugenyl phenylacetate
144.21,CCOC(/C=C/C)OCC,"(E)-1,1-diethoxybut-2-ene",trans-2-butenal diethyl acetal
176.21,C1COC(O1)/C=C/C2=CC=CC=C2,"2-[(E)-2-phenylethenyl]-1,3-dioxolane",cinncloval
128.17,CC/C=C/CCOC=O,[(E)-hex-3-enyl] formate,"3-hexen-1-ol, formate"
202.16,CCOC(=O)C/C(=C/C(=O)O)/C(=O)O,(Z)-2-(2-ethoxy-2-oxoethyl)but-2-enedioic acid,schembl3504490
184.27,CCCCCC/C=C/COC(=O)C,[(E)-non-2-enyl] acetate,30418-89-4
280.4,CCCCCCCC(=O)OC/C=C(\C)/CCC=C(C)C,"[(2E)-3,7-dimethylocta-2,6-dienyl] octanoate",geranyl octanoate
184.27,CC/C=C/CCCCCOC(=O)C,[(E)-non-6-enyl] acetate,6e-nonenyl acetate
124.18,C/C=C/CC/C=C/C=O,"(2E,6E)-octa-2,6-dienal","(2e,6e)-2,6-octadienal"
194.27,CC/C=C/C/C=C/C=C/C(=O)OCC,"ethyl (2E,4E,7E)-deca-2,4,7-trienoate","ethyl 2,4,7-decatrienoate"
184.23,CC/C=C/CCOC(=O)CC(=O)C,[(E)-hex-3-enyl] 3-oxobutanoate,hex-3-enyl acetoacetate
198.3,CCCCCCOC(=O)C(C)/C=C/C,hexyl (E)-2-methylpent-3-enoate,hexyl 2-methyl-3-pentenoate
254.41,CCCCCCCCCC(=O)OCC/C=C/CC,[(E)-hex-3-enyl] decanoate,schembl11650258
198.26,CC/C=C/CCOC(=O)CCC(=O)C,[(E)-hex-3-enyl] 4-oxopentanoate,[(E)-hex-3-enyl] 4-oxopentanoate
172.22,CCC/C=C/COC(=O)C(C)O,[(E)-hex-2-enyl] 2-hydroxypropanoate,85554-71-8
184.27,CCCC/C=C/CCOC(=O)CC,[(E)-oct-3-enyl] propanoate,oct-3-enyl propionate
306.5,CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OCC,"ethyl (9E,12E,15E)-octadeca-9,12,15-trienoate",ethyl linolenate
238.37,C/C=C(\C)/C(=O)OCCC(C)CCC=C(C)C,"3,7-dimethyloct-6-enyl (E)-2-methylbut-2-enoate",citronellyl tiglate
192.3,CCCCC/C=C\C/C=C\C=C\C=O,"(2E,4Z,7Z)-trideca-2,4,7-trienal","(e,z,z)-trideca-2,4,7-trienal"
166.26,CCCCC/C=C/C=C/C(=O)C,"(3E,5E)-undeca-3,5-dien-2-one","3,5-undecadien-2-one"
222.28,CCCCC(=O)OCC1=CC=C(C=C1)OC,(4-methoxyphenyl)methyl pentanoate,anisyl n-valerate
152.23,CC(=C)[C@@H]1CCC(=C)[C@H](C1)O,"(1S,5R)-2-methylidene-5-prop-1-en-2-ylcyclohexan-1-ol","trans-1(7),8-p-menthadien-2-ol"
108.23,CCC(S)S,"propane-1,1-dithiol",propanedithiol
98.14,CCC/C=C\C=O,(Z)-hex-2-enal,cis-2-hexenal
148.2,CC1=C(N=C2CCCC2=N1)C,"2,3-dimethyl-6,7-dihydro-5H-cyclopenta[b]pyrazine","6,7-dihydro-2,3-dimethyl-5h-cyclopentapyrazine"
190.3,CSCC/C=C(\CSC)/C=O,(Z)-5-methylsulfanyl-2-(methylsulfanylmethyl)pent-2-enal,59902-01-1
248.32,C/C=C/C1=CC(=C(C=C1)OC(=O)CC(C)C)OC,[2-methoxy-4-[(E)-prop-1-enyl]phenyl] 3-methylbutanoate,isoeugenyl isovalerate
143.21,CCC(=O)C1=NCCS1,"1-(4,5-dihydro-1,3-thiazol-2-yl)propan-1-one",2-propionyl-2-thiazoline
192.3,CSSSCC1=CC=CO1,2-[(methyltrisulfanyl)methyl]furan,2-[(methyltrithio)methyl]furan
180.24,CC1(C2CC=C(C1C2)COC=O)C,"(6,6-dimethyl-2-bicyclo[3.1.1]hept-2-enyl)methyl formate",myrtenyl formate
98.1,CC1C(=O)C=CO1,2-methylfuran-3-one,2-methyl-3(2h)-furanone
182.26,CC/C=C/C/C=C/CCOC(=O)C,"[(3E,6E)-nona-3,6-dienyl] acetate","(2e,6z)-3,6-nonadien-1-ol acetate"
146.19,C/C=C(/C=O)\C1=CC=CC=C1,(E)-2-phenylbut-2-enal,2-phenyl-2-butenal
192.25,CCOC1=C(C=C(C=C1)CC=C)OC,1-ethoxy-2-methoxy-4-prop-2-enylbenzene,ethyleugenol
194.23,CCOC(=O)C(C)(C1=CC=CC=C1)O,ethyl 2-hydroxy-2-phenylpropanoate,2-hydroxy-2-phenyl-propionic acid ethyl ester
140.25,CCC1=C(SC=C1)CC,"2,3-diethylthiophene","thiophene, 2,3-diethyl"
182.3,CCCCCCC/C=C/CCC=O,(E)-dodec-4-enal,dodec-4-en-1-al
182.3,CCCCC/C=C/CCCCC=O,(E)-dodec-6-enal,(e)-6-dodecenal
182.3,CCC/C=C/CCCCCCC=O,(E)-dodec-8-enal,(e)-8-dodecenal
182.3,CCCCCCC/C=C\CCC=O,(Z)-dodec-4-enal,(z)-4-dodecenal
210.36,CCCCC/C=C\CCCCCCC=O,(Z)-tetradec-8-enal,(z)-8-tetradecenal
170.25,CCCCCOC(=O)/C(=C\C)/C,pentyl (Z)-2-methylbut-2-enoate,pentyl 2-methylisocrotonate
170.25,CCCCCOC(=O)/C(=C/C)/C,pentyl (E)-2-methylbut-2-enoate,pentyl 2-methylcrotonate
120.22,CC(CO)C(C)S,2-methyl-3-sulfanylbutan-1-ol,2-methyl-3-sulfanylbutan-1-ol
140.22,CCCCC/C=C\CC=O,(Z)-non-3-enal,(z)-non-3-enal
168.28,C/C=C/CCCCCCCC=O,(E)-undec-9-enal,9-undecenal
188.26,CCCC(CCCC(=O)OCC)O,ethyl 5-hydroxyoctanoate,ethyl 5-hydroxyoctanoate
238.37,CC(C)CC(=O)OCC/C(=C/CC=C(C)C)/C,"[(3E)-3,7-dimethylocta-3,6-dienyl] 3-methylbutanoate",schembl1532503
180.24,CCCC/C=C/1\C(=C(C(=O)O1)C)C,"(5E)-3,4-dimethyl-5-pentylidenefuran-2-one",bovolide
182.26,CC(=CCC/C(=C/C(C=O)O)/C)C,"(3E)-2-hydroxy-4,8-dimethylnona-3,7-dienal",schembl891162
86.13,C/C=C(\C)/CO,(E)-2-methylbut-2-en-1-ol,2-methyl-2-buten-1-ol
246.34,CCCCCC(/C=C/C1=CC=CC=C1)OC(=O)C,[(E)-1-phenyloct-1-en-3-yl] acetate,amyl cinnamyl acetate
142.2,CCC/C=C/CCC(=O)O,(E)-oct-4-enoic acid,(e)-4-octenoic acid
154.25,CCC/C=C/C=C/CCCO,"(4E,6E)-deca-4,6-dien-1-ol",schembl1092747
128.17,CCC/C=C\CC(=O)O,(Z)-hept-3-enoic acid,hept-3-enoic acid
264.4,CC(=CCC/C(=C\CC[C@@](C)(C=C)OC(=O)C)/C)C,"[(3S,6Z)-3,7,11-trimethyldodeca-1,6,10-trien-3-yl] acetate","1,6,10-dodecatrien-3-ol, 3,7,11-trimethyl-, acetate, (3s,6z)-"
140.22,CC/C=C\C/C=C\CCO,"(3Z,6Z)-nona-3,6-dien-1-ol",53046-97-2
212.33,CCCCCCC(=O)OCC/C=C/CC,[(E)-hex-3-enyl] heptanoate,schembl14157060
210.31,CC/C(=C/CCC(C)(C=C)OC(=O)C)/C,"[(6E)-3,7-dimethylnona-1,6-dien-3-yl] acetate",ethyl linalyl acetate
182.26,CC/C=C/CCOC(=O)/C(=C\C)/C,[(E)-hex-3-enyl] (Z)-2-methylbut-2-enoate,(e)-(z)-hex-3-en-1-yl 2-methylbut-2-enoate
204.26,CC(C)C(=O)/C=C\C1=CC=C(C=C1)OC,(Z)-1-(4-methoxyphenyl)-4-methylpent-1-en-3-one,103-13-9
266.3,C1=CC=C(C=C1)CCCOC(=O)/C=C\C2=CC=CC=C2,3-phenylpropyl (Z)-3-phenylprop-2-enoate,hydrocinnamyl cinnamate
142.2,C/C=C\C(=O)OCC(C)C,2-methylpropyl (Z)-but-2-enoate,"crotonic acid, isobutyl ester"
180.2,CCCOC(=O)/C=C\C1=CC=CO1,propyl (Z)-3-(furan-2-yl)prop-2-enoate,propyl 2-furanacrylate
150.17,CC/C(=C\C1=CC=CO1)/C=O,(2E)-2-(furan-2-ylmethylidene)butanal,770-27-4
136.15,C/C(=C/C1=CC=CO1)/C=O,(Z)-3-(furan-2-yl)-2-methylprop-2-enal,2-methyl-3(2-furyl)acrolein
152.19,C/C=C/C=C/C(=O)OCC=C,"prop-2-enyl (2E,4E)-hexa-2,4-dienoate",allyl sorbate
232.32,CCCCC/C(=C/C1=CC=CC=C1)/COC=O,[(2Z)-2-benzylideneheptyl] formate,alpha-amylcinnamyl formate
288.4,CCCCC/C(=C/C1=CC=CC=C1)/COC(=O)CC(C)C,[(2Z)-2-benzylideneheptyl] 3-methylbutanoate,alpha-amylcinnamyl isovalerate
284.4,CC1=CCC(CC1)C(C)(C)OC(=O)/C=C/C2=CC=CC=C2,2-(4-methylcyclohex-3-en-1-yl)propan-2-yl (E)-3-phenylprop-2-enoate,alpha-terpinyl cinnamate
140.22,CCCC/C=C(\CC)/C=O,(E)-2-ethylhept-2-enal,2-ethyl-2-heptenal
246.34,CCCCCCCOC(=O)/C=C/C1=CC=CC=C1,heptyl (E)-3-phenylprop-2-enoate,heptyl cinnamate
164.24,CC/C=C/CC1=C(C(=O)CC1)C,2-methyl-3-[(E)-pent-2-enyl]cyclopent-2-en-1-one,isojasmone
198.3,CCCCCCOC(=O)/C=C/CCC,hexyl (E)-hex-2-enoate,hexyl trans-2-hexenoate
114.14,C/C=C/C(C)C(=O)O,(E)-2-methylpent-3-enoic acid,2-methyl-3-pentenoic acid
170.32,CC(=CCC/C(=C\CS)/C)C,"(2Z)-3,7-dimethylocta-2,6-diene-1-thiol","(z)-3,7-dimethylocta-2,6-diene-1-thiol"
126.2,CC/C=C\CCCC=O,(Z)-oct-5-enal,(z)-oct-5-enal
196.29,CC/C=C\CCOC(=O)C/C=C\CC,[(Z)-hex-3-enyl] (Z)-hex-3-enoate,cis-3-hexenyl cis-3-hexenoate
198.3,C/C=C/CCCCCCCC(=O)OC,methyl (E)-undec-9-enoate,methyl 9-undecenoate
174.24,CC(C)/C=C(/C=O)\C1=CC=CC=C1,(E)-4-methyl-2-phenylpent-2-enal,"4-methyl-2-phenyl-2-pentenal, (e)+(z)"
130.21,C/C=C(\CSC)/C=O,(Z)-2-(methylsulfanylmethyl)but-2-enal,2-((methylthio)methyl)-2-butenal
142.2,CC/C=C(\C)/C(=O)OCC,ethyl (E)-2-methylpent-2-enoate,ethyl (e)-2-methylpent-2-enoate
182.26,CCCCC/C=C\C=C\C(=O)OC,"methyl (2E,4Z)-deca-2,4-dienoate","methyl (2e,4z)-2,4-decadienoate"
156.22,CCC/C=C/C(=O)OCCC,propyl (E)-hex-2-enoate,propyl (e)-hex-2-enoate
272.4,CC(=CCC/C(=C\COC(=O)CC1=CC=CC=C1)/C)C,"[(2Z)-3,7-dimethylocta-2,6-dienyl] 2-phenylacetate","(z)-3,7-dimethylocta-2,6-dienyl phenylacetate"
182.26,CC/C=C/CCC1(CCC(=O)O1)C,5-[(E)-hex-3-enyl]-5-methyloxolan-2-one,(e)-3-hexenyldihydro-5-methylfuran-2(3h)-one
144.21,CCC/C=C/C(OC)OC,"(E)-1,1-dimethoxyhex-2-ene",trans-2-hexenal dimethyl acetal
126.2,CCC/C=C/C=C/CO,"(2E,4E)-octa-2,4-dien-1-ol","(2e,4e)-octa-2,4-dien-1-ol"
